DATE,ID,SONG,ARTIST,ALBUM
2021-08-05 : 23,23,Hats Off,"
 
 リル・ベイビー、 Lil Durk、 トラヴィス・スコット 
 ","
 

 The Voice of the Heroes


 "
2021-08-05 : 24,24,Tell The Vision (feat. Kanye West & Pusha T),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-05 : 25,25,DÁKITI,"
 
 バッド・バニー、 ジャイ・コルテッツ 
 ","
 

 EL ÚLTIMO TOUR DEL MUNDO


 "
2021-08-05 : 3,3,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-08-05 : 4,4,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-08-05 : 5,5,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-08-05 : 6,6,Happier Than Ever,"
 
 ビリー・アイリッシュ 
 ","
 

 Happier Than Ever


 "
2021-08-05 : 7,7,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-08-05 : 8,8,ZAZA,"
 
 Stunna Gambino 
 ","
 

 ZAZA - Single


 "
2021-08-05 : 9,9,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-08-06 : 1,1,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-08-06 : 10,10,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-08-06 : 11,11,Todo De Ti,"
 
 ラウ・アレハンドロ 
 ","
 

 Todo De Ti - Single


 "
2021-08-06 : 12,12,24 Hours (feat. Lil Durk),"
 
 エイ・ブギー・ウィット・ダ・フーディ 
 ","
 

 24 Hours (feat. Lil Durk) - Single


 "
2021-08-06 : 13,13,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-08-06 : 14,14,Wants and Needs (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Scary Hours 2


 "
2021-08-06 : 15,15,30 (feat. Bizzy Banks),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-06 : 16,16,2/Catorce,"
 
 ラウ・アレハンドロ、 Mr. Naisgai 
 ","
 

 2/Catorce - Single


 "
2021-08-06 : 17,17,Over the Top (feat. Drake),"
 
 Smiley 
 ","
 

 Over the Top (feat. Drake) - Single


 "
2021-08-06 : 18,18,Kiss Me More (feat. SZA),"
 
 Doja Cat 
 ","
 

 Kiss Me More (feat. SZA) - Single


 "
2021-08-06 : 19,19,Woo Baby (feat. Chris Brown),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-06 : 2,2,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-08-06 : 20,20,Late At Night,"
 
 ロディ・リッチ 
 ","
 

 Late At Night - Single


 "
2021-08-06 : 21,21,NOT SOBER (feat. Polo G & Stunna Gambino),"
 
 ザ・キッド・ラロイ 
 ","
 

 F*CK LOVE 3: OVER YOU


 "
2021-08-06 : 22,22,La Mamá de la Mamá (feat. El Cherry Scom),"
 
 El Alfa、 CJ、 Chael Produciendo 
 ","
 

 La Mamá de la Mamá (feat. El Cherry Scom) - Single


 "
2021-08-06 : 23,23,Hats Off,"
 
 リル・ベイビー、 Lil Durk、 トラヴィス・スコット 
 ","
 

 The Voice of the Heroes


 "
2021-08-06 : 24,24,DÁKITI,"
 
 バッド・バニー、 ジャイ・コルテッツ 
 ","
 

 EL ÚLTIMO TOUR DEL MUNDO


 "
2021-08-06 : 25,25,Tell The Vision (feat. Kanye West & Pusha T),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-06 : 3,3,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-08-06 : 4,4,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-08-06 : 5,5,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-08-06 : 6,6,Happier Than Ever,"
 
 ビリー・アイリッシュ 
 ","
 

 Happier Than Ever


 "
2021-08-06 : 7,7,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-08-06 : 8,8,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-08-06 : 9,9,ZAZA,"
 
 Stunna Gambino 
 ","
 

 ZAZA - Single


 "
2021-08-07 : 1,1,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-08-07 : 10,10,24 Hours (feat. Lil Durk),"
 
 エイ・ブギー・ウィット・ダ・フーディ 
 ","
 

 24 Hours (feat. Lil Durk) - Single


 "
2021-08-07 : 11,11,ZAZA,"
 
 Stunna Gambino 
 ","
 

 ZAZA - Single


 "
2021-08-07 : 12,12,Todo De Ti,"
 
 ラウ・アレハンドロ 
 ","
 

 Todo De Ti - Single


 "
2021-08-07 : 13,13,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-08-07 : 14,14,Wants and Needs (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Scary Hours 2


 "
2021-08-07 : 15,15,2/Catorce,"
 
 ラウ・アレハンドロ、 Mr. Naisgai 
 ","
 

 2/Catorce - Single


 "
2021-08-07 : 16,16,30 (feat. Bizzy Banks),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-07 : 17,17,Over the Top (feat. Drake),"
 
 Smiley 
 ","
 

 Over the Top (feat. Drake) - Single


 "
2021-08-07 : 18,18,Kiss Me More (feat. SZA),"
 
 Doja Cat 
 ","
 

 Kiss Me More (feat. SZA) - Single


 "
2021-08-07 : 19,19,Woo Baby (feat. Chris Brown),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-07 : 2,2,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-08-07 : 20,20,Late At Night,"
 
 ロディ・リッチ 
 ","
 

 Late At Night - Single


 "
2021-08-07 : 21,21,La Mamá de la Mamá (feat. El Cherry Scom),"
 
 El Alfa、 CJ、 Chael Produciendo 
 ","
 

 La Mamá de la Mamá (feat. El Cherry Scom) - Single


 "
2021-08-07 : 22,22,Hats Off,"
 
 リル・ベイビー、 Lil Durk、 トラヴィス・スコット 
 ","
 

 The Voice of the Heroes


 "
2021-08-07 : 23,23,NOT SOBER (feat. Polo G & Stunna Gambino),"
 
 ザ・キッド・ラロイ 
 ","
 

 F*CK LOVE 3: OVER YOU


 "
2021-08-07 : 24,24,DÁKITI,"
 
 バッド・バニー、 ジャイ・コルテッツ 
 ","
 

 EL ÚLTIMO TOUR DEL MUNDO


 "
2021-08-07 : 25,25,Tell The Vision (feat. Kanye West & Pusha T),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-07 : 3,3,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-08-07 : 4,4,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-08-07 : 5,5,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-08-07 : 6,6,Happier Than Ever,"
 
 ビリー・アイリッシュ 
 ","
 

 Happier Than Ever


 "
2021-08-07 : 7,7,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-08-07 : 8,8,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-08-07 : 9,9,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-08-08 : 1,1,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-08-08 : 10,10,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-08-08 : 11,11,The Pressure,"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-08 : 12,12,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-08-08 : 13,13,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-08-08 : 14,14,Todo De Ti,"
 
 ラウ・アレハンドロ 
 ","
 

 Todo De Ti - Single


 "
2021-08-08 : 15,15,24 Hours (feat. Lil Durk),"
 
 エイ・ブギー・ウィット・ダ・フーディ 
 ","
 

 24 Hours (feat. Lil Durk) - Single


 "
2021-08-08 : 16,16,Wants and Needs (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Scary Hours 2


 "
2021-08-08 : 17,17,ZAZA,"
 
 Stunna Gambino 
 ","
 

 ZAZA - Single


 "
2021-08-08 : 18,18,Kiss Me More (feat. SZA),"
 
 Doja Cat 
 ","
 

 Kiss Me More (feat. SZA) - Single


 "
2021-08-08 : 19,19,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-08-08 : 2,2,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-08-08 : 20,20,2/Catorce,"
 
 ラウ・アレハンドロ、 Mr. Naisgai 
 ","
 

 2/Catorce - Single


 "
2021-08-08 : 21,21,30 (feat. Bizzy Banks),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-08 : 22,22,La Mamá de la Mamá (feat. El Cherry Scom),"
 
 El Alfa、 CJ、 Chael Produciendo 
 ","
 

 La Mamá de la Mamá (feat. El Cherry Scom) - Single


 "
2021-08-08 : 23,23,REPEAT IT,"
 
 リル・テッカ、 ガンナ 
 ","
 

 REPEAT IT - Single


 "
2021-08-08 : 24,24,Over the Top (feat. Drake),"
 
 Smiley 
 ","
 

 Over the Top (feat. Drake) - Single


 "
2021-08-08 : 25,25,Woo Baby (feat. Chris Brown),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-08 : 3,3,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-08-08 : 4,4,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-08-08 : 5,5,Take My Breath,"
 
 ザ・ウィークエンド 
 ","
 

 Take My Breath - Single


 "
2021-08-08 : 6,6,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-08-08 : 7,7,EPMD 2 (feat. Eminem & EPMD),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-08 : 8,8,YKTV (feat. A Boogie Wit da Hoodie & YG),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-08 : 9,9,Happier Than Ever,"
 
 ビリー・アイリッシュ 
 ","
 

 Happier Than Ever


 "
2021-08-09 : 1,1,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-08-09 : 10,10,Nobody (feat. Ms. Lauryn Hill),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-09 : 11,11,Happier Than Ever,"
 
 ビリー・アイリッシュ 
 ","
 

 Happier Than Ever


 "
2021-08-09 : 12,12,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-08-09 : 13,13,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-08-09 : 14,14,24 Hours (feat. Lil Durk),"
 
 エイ・ブギー・ウィット・ダ・フーディ 
 ","
 

 24 Hours (feat. Lil Durk) - Single


 "
2021-08-09 : 15,15,30 (feat. Bizzy Banks),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-09 : 16,16,Todo De Ti,"
 
 ラウ・アレハンドロ 
 ","
 

 Todo De Ti - Single


 "
2021-08-09 : 17,17,Wants and Needs (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Scary Hours 2


 "
2021-08-09 : 18,18,La Mamá de la Mamá (feat. El Cherry Scom),"
 
 El Alfa、 CJ、 Chael Produciendo 
 ","
 

 La Mamá de la Mamá (feat. El Cherry Scom) - Single


 "
2021-08-09 : 19,19,2/Catorce,"
 
 ラウ・アレハンドロ、 Mr. Naisgai 
 ","
 

 2/Catorce - Single


 "
2021-08-09 : 2,2,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-08-09 : 20,20,REPEAT IT,"
 
 リル・テッカ、 ガンナ 
 ","
 

 REPEAT IT - Single


 "
2021-08-09 : 21,21,ZAZA,"
 
 Stunna Gambino 
 ","
 

 ZAZA - Single


 "
2021-08-09 : 22,22,Kiss Me More (feat. SZA),"
 
 Doja Cat 
 ","
 

 Kiss Me More (feat. SZA) - Single


 "
2021-08-09 : 23,23,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-08-09 : 24,24,Woo Baby (feat. Chris Brown),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-09 : 25,25,DÁKITI,"
 
 バッド・バニー、 ジャイ・コルテッツ 
 ","
 

 EL ÚLTIMO TOUR DEL MUNDO


 "
2021-08-09 : 3,3,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-08-09 : 4,4,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-08-09 : 5,5,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-08-09 : 6,6,Take My Breath,"
 
 ザ・ウィークエンド 
 ","
 

 Take My Breath - Single


 "
2021-08-09 : 7,7,EPMD 2 (feat. Eminem & EPMD),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-09 : 8,8,YKTV (feat. A Boogie Wit da Hoodie & YG),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-09 : 9,9,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-08-10 : 1,1,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-08-10 : 10,10,Happier Than Ever,"
 
 ビリー・アイリッシュ 
 ","
 

 Happier Than Ever


 "
2021-08-10 : 11,11,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-08-10 : 12,12,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-08-10 : 13,13,Nobody (feat. Ms. Lauryn Hill),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-10 : 14,14,Wants and Needs (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Scary Hours 2


 "
2021-08-10 : 15,15,La Mamá de la Mamá (feat. El Cherry Scom),"
 
 El Alfa、 CJ、 Chael Produciendo 
 ","
 

 La Mamá de la Mamá (feat. El Cherry Scom) - Single


 "
2021-08-10 : 16,16,30 (feat. Bizzy Banks),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-10 : 17,17,24 Hours (feat. Lil Durk),"
 
 エイ・ブギー・ウィット・ダ・フーディ 
 ","
 

 24 Hours (feat. Lil Durk) - Single


 "
2021-08-10 : 18,18,REPEAT IT,"
 
 リル・テッカ、 ガンナ 
 ","
 

 REPEAT IT - Single


 "
2021-08-10 : 19,19,Todo De Ti,"
 
 ラウ・アレハンドロ 
 ","
 

 Todo De Ti - Single


 "
2021-08-10 : 2,2,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-08-10 : 20,20,Kiss Me More (feat. SZA),"
 
 Doja Cat 
 ","
 

 Kiss Me More (feat. SZA) - Single


 "
2021-08-10 : 21,21,2/Catorce,"
 
 ラウ・アレハンドロ、 Mr. Naisgai 
 ","
 

 2/Catorce - Single


 "
2021-08-10 : 22,22,Woo Baby (feat. Chris Brown),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-10 : 23,23,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-08-10 : 24,24,ZAZA,"
 
 Stunna Gambino 
 ","
 

 ZAZA - Single


 "
2021-08-10 : 25,25,Hats Off,"
 
 リル・ベイビー、 Lil Durk、 トラヴィス・スコット 
 ","
 

 The Voice of the Heroes


 "
2021-08-10 : 3,3,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-08-10 : 4,4,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-08-10 : 5,5,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-08-10 : 6,6,Take My Breath,"
 
 ザ・ウィークエンド 
 ","
 

 Take My Breath - Single


 "
2021-08-10 : 7,7,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-08-10 : 8,8,YKTV (feat. A Boogie Wit da Hoodie & YG),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-10 : 9,9,EPMD 2 (feat. Eminem & EPMD),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-11 : 1,1,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-08-11 : 10,10,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-08-11 : 11,11,YKTV (feat. A Boogie Wit da Hoodie & YG),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-11 : 12,12,EPMD 2 (feat. Eminem & EPMD),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-11 : 13,13,Wants and Needs (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Scary Hours 2


 "
2021-08-11 : 14,14,24 Hours (feat. Lil Durk),"
 
 エイ・ブギー・ウィット・ダ・フーディ 
 ","
 

 24 Hours (feat. Lil Durk) - Single


 "
2021-08-11 : 15,15,Kiss Me More (feat. SZA),"
 
 Doja Cat 
 ","
 

 Kiss Me More (feat. SZA) - Single


 "
2021-08-11 : 16,16,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-08-11 : 17,17,30 (feat. Bizzy Banks),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-11 : 18,18,REPEAT IT,"
 
 リル・テッカ、 ガンナ 
 ","
 

 REPEAT IT - Single


 "
2021-08-11 : 19,19,Nobody (feat. Ms. Lauryn Hill),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-11 : 2,2,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-08-11 : 20,20,Todo De Ti,"
 
 ラウ・アレハンドロ 
 ","
 

 Todo De Ti - Single


 "
2021-08-11 : 21,21,2/Catorce,"
 
 ラウ・アレハンドロ、 Mr. Naisgai 
 ","
 

 2/Catorce - Single


 "
2021-08-11 : 22,22,Woo Baby (feat. Chris Brown),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-11 : 23,23,La Mamá de la Mamá (feat. El Cherry Scom),"
 
 El Alfa、 CJ、 Chael Produciendo 
 ","
 

 La Mamá de la Mamá (feat. El Cherry Scom) - Single


 "
2021-08-11 : 24,24,ZAZA,"
 
 Stunna Gambino 
 ","
 

 ZAZA - Single


 "
2021-08-11 : 25,25,Hats Off,"
 
 リル・ベイビー、 Lil Durk、 トラヴィス・スコット 
 ","
 

 The Voice of the Heroes


 "
2021-08-11 : 3,3,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-08-11 : 4,4,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-08-11 : 5,5,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-08-11 : 6,6,Take My Breath,"
 
 ザ・ウィークエンド 
 ","
 

 Take My Breath - Single


 "
2021-08-11 : 7,7,Happier Than Ever,"
 
 ビリー・アイリッシュ 
 ","
 

 Happier Than Ever


 "
2021-08-11 : 8,8,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-08-11 : 9,9,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-08-12 : 1,1,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-08-12 : 10,10,Take My Breath,"
 
 ザ・ウィークエンド 
 ","
 

 Take My Breath - Single


 "
2021-08-12 : 11,11,YKTV (feat. A Boogie wit da Hoodie & YG),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-12 : 12,12,Wants and Needs (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Scary Hours 2


 "
2021-08-12 : 13,13,EPMD 2 (feat. Eminem & EPMD),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-12 : 14,14,Kiss Me More (feat. SZA),"
 
 Doja Cat 
 ","
 

 Kiss Me More (feat. SZA) - Single


 "
2021-08-12 : 15,15,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-08-12 : 16,16,30 (feat. Bizzy Banks),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-12 : 17,17,24 Hours (feat. Lil Durk),"
 
 エイ・ブギー・ウィット・ダ・フーディ 
 ","
 

 24 Hours (feat. Lil Durk) - Single


 "
2021-08-12 : 18,18,Todo De Ti,"
 
 ラウ・アレハンドロ 
 ","
 

 Todo De Ti - Single


 "
2021-08-12 : 19,19,REPEAT IT,"
 
 リル・テッカ、 ガンナ 
 ","
 

 REPEAT IT - Single


 "
2021-08-12 : 2,2,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-08-12 : 20,20,2/Catorce,"
 
 ラウ・アレハンドロ、 Mr. Naisgai 
 ","
 

 2/Catorce - Single


 "
2021-08-12 : 21,21,Woo Baby (feat. Chris Brown),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-12 : 22,22,Nobody (feat. Ms. Lauryn Hill),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-12 : 23,23,ZAZA,"
 
 Stunna Gambino 
 ","
 

 ZAZA - Single


 "
2021-08-12 : 24,24,Hats Off,"
 
 リル・ベイビー、 Lil Durk、 トラヴィス・スコット 
 ","
 

 The Voice of the Heroes


 "
2021-08-12 : 25,25,Late At Night,"
 
 ロディ・リッチ 
 ","
 

 Late At Night - Single


 "
2021-08-12 : 3,3,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-08-12 : 4,4,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-08-12 : 5,5,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-08-12 : 6,6,Happier Than Ever,"
 
 ビリー・アイリッシュ 
 ","
 

 Happier Than Ever


 "
2021-08-12 : 7,7,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-08-12 : 8,8,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-08-12 : 9,9,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-08-13 : 1,1,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-08-13 : 10,10,Wants and Needs (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Scary Hours 2


 "
2021-08-13 : 11,11,Take My Breath,"
 
 ザ・ウィークエンド 
 ","
 

 Take My Breath - Single


 "
2021-08-13 : 12,12,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-08-13 : 13,13,24 Hours (feat. Lil Durk),"
 
 エイ・ブギー・ウィット・ダ・フーディ 
 ","
 

 24 Hours (feat. Lil Durk) - Single


 "
2021-08-13 : 14,14,YKTV (feat. A Boogie wit da Hoodie & YG),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-13 : 15,15,Kiss Me More (feat. SZA),"
 
 Doja Cat 
 ","
 

 Kiss Me More (feat. SZA) - Single


 "
2021-08-13 : 16,16,Todo De Ti,"
 
 ラウ・アレハンドロ 
 ","
 

 Todo De Ti - Single


 "
2021-08-13 : 17,17,30 (feat. Bizzy Banks),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-13 : 18,18,2/Catorce,"
 
 ラウ・アレハンドロ、 Mr. Naisgai 
 ","
 

 2/Catorce - Single


 "
2021-08-13 : 19,19,REPEAT IT,"
 
 リル・テッカ、 ガンナ 
 ","
 

 REPEAT IT - Single


 "
2021-08-13 : 2,2,Volví,"
 
 Aventura、 バッド・バニー 
 ","
 

 Volví - Single


 "
2021-08-13 : 20,20,Woo Baby (feat. Chris Brown),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-13 : 21,21,EPMD 2 (feat. Eminem & EPMD),"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-13 : 22,22,Late At Night,"
 
 ロディ・リッチ 
 ","
 

 Late At Night - Single


 "
2021-08-13 : 23,23,Hats Off,"
 
 リル・ベイビー、 Lil Durk、 トラヴィス・スコット 
 ","
 

 The Voice of the Heroes


 "
2021-08-13 : 24,24,ZAZA,"
 
 Stunna Gambino 
 ","
 

 ZAZA - Single


 "
2021-08-13 : 25,25,Rare,"
 
 Nas 
 ","
 

 King's Disease II


 "
2021-08-13 : 3,3,STAY,"
 
 ザ・キッド・ラロイ、 ジャスティン・ビーバー 
 ","
 

 STAY - Single


 "
2021-08-13 : 4,4,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-08-13 : 5,5,Essence (feat. Tems),"
 
 WizKid 
 ","
 

 Made In Lagos


 "
2021-08-13 : 6,6,Happier Than Ever,"
 
 ビリー・アイリッシュ 
 ","
 

 Happier Than Ever


 "
2021-08-13 : 7,7,2055,"
 
 Sleepy Hallow 
 ","
 

 2055 - Single


 "
2021-08-13 : 8,8,Yonaguni,"
 
 バッド・バニー 
 ","
 

 Yonaguni - Single


 "
2021-08-13 : 9,9,INDUSTRY BABY,"
 
 LIL NAS X、 Jack Harlow 
 ","
 

 INDUSTRY BABY - Single


 "
2021-08-14 : 1,1,GYALIS,"
 
 Capella Grey 
 ","
 

 GYALIS - Single


 "
2021-08-14 : 10,10,Wants and Needs (feat. Lil Baby),"
 
 ドレイク 
 ","
 

 Scary Hours 2


 "
2021-08-14 : 11,11,Kiss Me More (feat. SZA),"
 
 Doja Cat 
 ","
 

 Kiss Me More (feat. SZA) - Single


 "
2021-08-14 : 12,12,Need To Know,"
 
 Doja Cat 
 ","
 

 Planet Her


 "
2021-08-14 : 13,13,Todo De Ti,"
 
 ラウ・アレハンドロ 
 ","
 

 Todo De Ti - Single


 "
2021-08-14 : 14,14,24 Hours (feat. Lil Durk),"
 
 エイ・ブギー・ウィット・ダ・フーディ 
 ","
 

 24 Hours (feat. Lil Durk) - Single


 "
2021-08-14 : 15,15,30 (feat. Bizzy Banks),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-14 : 16,16,2/Catorce,"
 
 ラウ・アレハンドロ、 Mr. Naisgai 
 ","
 

 2/Catorce - Single


 "
2021-08-14 : 17,17,REPEAT IT,"
 
 リル・テッカ、 ガンナ 
 ","
 

 REPEAT IT - Single


 "
2021-08-14 : 18,18,Take My Breath,"
 
 ザ・ウィークエンド 
 ","
 

 Take My Breath - Single


 "
2021-08-14 : 19,19,Woo Baby (feat. Chris Brown),"
 
 ポップ・スモーク 
 ","
 

 Faith


 "
2021-08-14 : 2,2,Pepas,"
 
 Farruko 
 ","
 

 Pepas - Single


 "
2021-08-14 : 20,20,YKTV (feat. A Boogie wit da Hoodie & YG),"
 
 Nas 
 ","
 

 King's Disease II


 "
